m-0010	"وأخبر أيها الرسول أهل الإيمان والعمل الصالح خبرا يملؤهم سرورا بأن لهم في الآخرة حدائق عجيبة تجري الأنهار تحت قصورها العالية وأشجارها الظليلة كلما رزقهم الله فيها نوعا من الفاكهة اللذيذة قالوا قد رزقنا الله هذا النوع من قبل فإذا ذاقوه وجدوه شيئا جديدا في طعمه ولذته وإن تشابه مع سابقه في اللون والمنظر والاسم ولهم في الجنات زوجات مطهرات من كل ألوان الدنس الحسي كالبول والحيض والمعنوي كالكذب وسوء الخلق وهم في الجنة ونعيمها دائمون لا يموتون فيها ولا يخرجون منها
"
m-0011	"إن الله تعالى لا يستحيي من الحق أن يذكر شيئا ما قل أو كثر ولو كان تمثيلا بأصغر شيء كالبعوضة والذباب ونحو ذلك مما ضربه الله مثلا لعجز كل ما يعبد من دون الله فأما المؤمنون فيعلمون حكمة الله في التمثيل بالصغير والكبير من خلقه وأما الكفار فيسخرون ويقولون ما مراد الله من ضرب المثل بهذه الحشرات الحقيرة ويجيبهم الله بأن المراد هو الاختبار وتمييز المؤمن من الكافر لذلك يصرف الله بهذا المثل ناسا كثيرين عن الحق لسخريتهم منه ويوفق به غيرهم إلى مزيد من الإيمان والهداية والله تعالى لا يظلم أحدا لأنه لا يصرف عن الحق إلا الخارجين عن طاعته
 الذين ينكثون عهد الله الذي أخذه عليهم بالتوحيد والطاعة وقد أكده بإرسال الرسل وإنزال الكتب ويخالفون دين الله كقطع الأرحام ونشر الفساد في الأرض أولئك هم الخاسرون في الدنيا والآخرة
"
m-0012	"كيف تنكرون أيها المشركون وحدانية الله تعالى وتشركون به غيره في العبادة مع البرهان القاطع عليها في أنفسكم فلقد كنتم أمواتا فأوجدكم ونفخ فيكم الحياة ثم يميتكم بعد انقضاء آجالكم التي حددها لكم ثم يعيدكم أحياء يوم البعث ثم إليه ترجعون للحساب والجزاء
 الله وحده الذي خلق لأجلكم كل ما في الأرض من النعم التي تنتفعون بها ثم قصد إلى خلق السموات فسواهن سبع سموات وهو بكل شيء عليم فعلمه سبحانه محيط بجميع ما خلق
"
m-0013	"واذكر أيها الرسول للناس حين قال ربك للملائكة إني جاعل في الأرض قوما يخلف بعضهم بعضا لعمارتها قالت يا ربنا علمنا وأرشدنا ما الحكمة في خلق هؤلاء مع أن من شأنهم الإفساد في الأرض واراقة الدماء ظلما وعدوانا ونحن طوع أمرك ننزهك التنزيه اللائق بحمدك وجلالك ونمجدك بكل صفات الكمال والجلال قال الله لهم إني أعلم ما لا تعلمون من الحكمة البالغة في خلقهم
 وبيانا لفضل آدم عليه السلام علمه الله أسماء الأشياء كلها ثم عرض مسمياتها على الملائكة قائلا لهم أخبروني بأسماء هؤلاء الموجودات إن كنتم صادقين في أنكم أولى بالاستخلاف في الأرض منهم
 قالت الملائكة ننزهك يا ربنا ليس لنا علم إلا ما علمتنا إياه إنك أنت وحدك العليم بشئون خلقك الحكيم في تدبيرك
 قال الله يا آدم أخبرهم بأسماء هذه الأشياء التي عجزوا عن معرفتها فلما أخبرهم آدم بها قال الله للملائكة لقد أخبرتكم أني أعلم ما خفي عنكم في السموات والأرض وأعلم ما تظهرونه وما تخفونه
"
m-0014	"واذكر أيها الرسول للناس تكريم الله لآدم حين قال سبحانه للملائكة اسجدوا لآدم إكراما له وإظهارا لفضله فأطاعوا جميعا إلا إبليس امتنع عن السجود تكبرا وحسدا فصار من الجاحدين بالله العاصين لأمره
 وقال الله يا آدم اسكن أنت وزوجك حواء الجنة وتمتعا بثمارها تمتعا هنيئا واسعا في أي مكان تشاءان فيها ولا تقربا هذه الشجرة حتى لا تقعا في المعصية فتصيرا من المتجاوزين أمر الله
 فأوقعهما الشيطان في الخطيئة بأن وسوس لهما حتى أكلا من الشجرة فتسبب في إخراجهما من الجنة ونعيمها وقال الله لهم اهبطوا إلى الأرض يعادي بعضكم بعضا أي آدم وحواء والشيطان ولكم في الأرض استقرار وإقامة وانتفاع بما فيها إلى وقت انتهاء آجالكم
 فتلقى آدم بالقبول كلمات ألهمه الله إياها توبة واستغفارا وهي قوله تعالى ربنا ظلمنا أنفسنا وإن لم تغفر لنا وترحمنا لنكونن من الخاسرين 723 فتاب الله عليه وغفر له ذنبه إنه تعالى هو التواب لمن تاب من عباده الرحيم بهم
 قال الله لهم اهبطوا من الجنة جميعا وسيأتيكم أنتم وذرياتكم المتعاقبة ما فيه هدايتكم إلى الحق فمن عمل بها فلا خوف عليهم فيما يستقبلونه من أمر الآخرة ولا هم يحزنون على ما فاتهم من أمور الدنيا
 والذين جحدوا وكذبوا بآياتنا المتلوة ودلائل توحيدنا أولئك الذين يلازمون النار هم فيها خالدون لا يخرجون منها
"
m-0015	"يا ذرية يعقوب اذكروا نعمي الكثيرة عليكم واشكروا لي وأتموا وصيتي لكم بأن تؤمنوا بكتبي ورسلي جميعا وتعملوا بشرائعي فإن فعلتم ذلك أتمم لكم ما وعدتكم به من الرحمة في الدنيا والنجاة في الآخرة وإياي وحدي فخافوني واحذروا نقمتي إن نقضتم العهد وكفرتم بي
 وآمنوا يا بني إسرائيل بالقرآن الذي أنزلته على محمد نبي الله ورسوله موافقا لما تعلمونه من صحيح التوراة ولا تكونوا أول فريق من أهل الكتاب يكفر به ولا تستبدلوا بآياتي ثمنا قليلا من حطام الدنيا الزائل وإياي وحدي فاعملوا بطاعتي واتركوا معصيتي
 ولا تخلطوا الحق الذي بينته لكم بالباطل الذي افتريتموه واحذروا كتمان الحق الصريح من صفة نبي الله ورسوله محمد صلى الله عليه وسلم التي في كتبكم وأنتم تجدونها مكتوبة عندكم فيما تعلمون من الكتب التي بأيديكم
 وادخلوا في دين الإسلام بأن تقيموا الصلاة على الوجه الصحيح كما جاء بها نبي الله ورسوله محمد صلى الله عليه وسلم وتؤدوا الزكاة المفروضة على الوجه المشروع وتكونوا مع الراكعين من أمته صلى الله عليه وسلم
 ما أقبح حالكم وحال علمائكم حين تأمرون الناس بعمل الخيرات وتتركون أنفسكم فلا تأمرونها بالخير العظيم وهو الإسلام وأنتم تقرءون التوراة التي فيها صفات محمد صلى الله عليه وسلم ووجوب الإيمان به أفلا تستعملون عقولكم استعمالا صحيحا
 واستعينوا في كل أموركم بالصبر بجميع أنواعه وكذلك الصلاة وإنها لشاقة إلا على الخاشعين
 الذين يخشون الله ويرجون ما عنده ويوقنون أنهم ملاقو ربهم جل وعلا بعد الموت وأنهم إليه راجعون يوم القيامة للحساب والجزاء
 يا ذرية يعقوب تذكروا نعمي الكثيرة عليكم واشكروا لي عليها وتذكروا أني فضلتكم على عالمي زمانكم بكثرة الأنبياء والكتب المنزلة كالتوراة والإنجيل
 وخافوا يوم القيامة يوم لا يغني أحد عن أحد شيئا ولا يقبل الله شفاعة في الكافرين ولا يقبل منهم فدية ولو كانت أموال الأرض جميعا ولا يملك أحد في هذا اليوم أن يتقدم لنصرتهم وإنقاذهم من العذاب
"
m-0016	"واذكروا نعمتنا عليكم حين أنقذناكم من بطش فرعون وأتباعه وهم يذيقونكم أشد العذاب فيكثرون من ذبح أبنائكم وترك بناتكم للخدمة والامتهان وفي ذلك اختبار لكم من ربكم وفي إنجائكم منه نعمة عظيمة تستوجب شكر الله تعالى في كل عصوركم وأجيالكم
 واذكروا نعمتنا عليكم حين فصلنا بسببكم البحر وجعلنا فيه طرقا يابسة فعبرتم وأنقذناكم من فرعون وجنوده ومن الهلاك في الماء فلما دخل فرعون وجنوده طرقكم أهلكناهم في الماء أمام أعينكم
 واذكروا نعمتنا عليكم حين واعدنا موسى أربعين ليلة لإنزال التوراة هداية ونورا لكم فإذا بكم تنتهزون فرصة غيابه هذه المدة القليلة وتجعلون العجل الذي صنعتموه بأيديكم معبودا لكم من دون الله  وهذا أشنع الكفر بالله وأنتم ظالمون باتخاذكم العجل إلها
 ثم تجاوزنا عن هذه الفعلة المنكرة وقبلنا توبتكم بعد عودة موسى رجاء أن تشكروا الله على نعمه وأفضاله ولا تتمادوا في الكفر والطغيان
"
m-0017	"واذكروا نعمتنا عليكم حين أعطينا موسى الكتاب الفارق بين الحق والباطل وهو التوراة لكي تهتدوا من الضلالة
 واذكروا نعمتنا عليكم حين قال موسى لقومه إنكم ظلمتم أنفسكم باتخاذكم العجل إلها فتوبوا إلى خالقكم بأن يقتل بعضكم بعضا وهذا خير لكم عند خالقكم من الخلود الأبدي في النار فامتثلتم ذلك فمن الله عليكم بقبول توبتكم إنه تعالى هو التواب لمن تاب من عباده الرحيم بهم
 واذكروا إذ قلتم يا موسى لن نصدقك في أن الكلام الذي نسمعه منك هو كلام الله حتى نرى الله عيانا فنزلت نار من السماء رأيتموها بأعينكم فقتلتكم بسبب ذنوبكم وجرأتكم على الله تعالى
 ثم أحييناكم من بعد موتكم بالصاعقة لتشكروا نعمة الله عليكم فهذا الموت عقوبة لهم ثم بعثهم الله لاستيفاء آجالهم
 واذكروا نعمتنا عليكم حين كنتم تتيهون في الأرض إذ جعلنا السحاب مظللا عليكم من حر الشمس وأنزلنا عليكم المن وهو شيء يشبه الصمغ طعمه كالعسل وأنزلنا عليكم السلوى وهو طير يشبه السمانى وقلنا لكم كلوا من طيبات ما رزقناكم ولا تخالفوا دينكم فلم تمتثلوا وما ظلمونا بكفران النعم ولكن كانوا أنفسهم يظلمون لأن عاقبة الظلم عائدة عليهم
"
m-0018	"واذكروا نعمتنا عليكم حين قلنا ادخلوا مدينة بيت المقدس فكلوا من طيباتها في أي مكان منها أكلا هنيئا وكونوا في دخولكم خاضعين لله ذليلين له وقولوا ربنا ضع عنا ذنوبنا نستجب لكم ونعف ونسترها عليكم وسنزيد المحسنين بأعمالهم خيرا وثوابا
 فبدل الجائرون الضالون من بني إسرائيل قول الله وحرفوا القول والفعل جميعا إذ دخلوا يزحفون على أستاههم وقالوا حبة في شعرة واستهزءوا بدين الله فأنزل الله عليهم عذابا من السماء بسبب تمردهم وخروجهم عن طاعة الله
"
m-0019	"واذكروا نعمتنا عليكم وأنتم عطاش في التيه حين دعانا موسى بضراعة أن نسقي قومه فقلنا اضرب بعصاك الحجر فضرب فانفجرت منه اثنتا عشرة عينا بعدد القبائل مع إعلام كل قبيلة بالعين الخاصة بها حتى لا يتنازعوا وقلنا لهم كلوا واشربوا من رزق الله ولا تسعوا في الأرض مفسدين
 واذكروا حين أنزلنا عليكم الطعام الحلو والطير الشهي فبطرتم النعمة كعادتكم وأصابكم الضيق والملل فقلتم يا موسى لن نصبر على طعام ثابت لا يتغير مع الأيام فادع لنا ربك يخرج لنا من نبات الأرض طعاما من البقول والخضر والقثاء والحبوب التي تؤكل والعدس والبصل قال موسى مستنكرا عليهم أتطلبون هذه الأطعمة التي هي أقل قدرا وتتركون هذا الرزق النافع الذي اختاره الله لكم اهبطوا من هذه البادية إلى أي مدينة تجدوا ما اشتهيتم كثيرا في الحقول والأسواق ولما هبطوا تبين لهم أنهم يقدمون اختيارهم في كل موطن على اختيار الله ويؤثرون شهواتهم على ما اختاره الله لهم لذلك لزمتهم صفة الذل وفقر النفوس وانصرفوا ورجعوا بغضب من الله لإعراضهم عن دين الله ولأنهم كانوا يكفرون بآيات الله ويقتلون النبيين ظلما وعدوانا وذلك بسبب عصيانهم وتجاوزهم حدود ربهم
 إن المؤمنين من هذه الأمة الذين صدقوا بالله ورسله وعملوا بشرعه والذين كانوا قبل بعثة محمد صلى الله عليه وسلم من الأمم السالفة من اليهود والنصارى والصابئين وهم قوم باقون على فطرتهم ولا دين مقرر لهم يتبعونه هؤلاء جميعا إذا صدقوا بالله تصديقا صحيحا خالصا وبيوم البعث والجزاء وعملوا عملا مرضيا عند الله فثوابهم ثابت لهم عند ربهم ولا خوف عليهم فيما يستقبلونه من أمر الآخرة ولا هم يحزنون على ما فاتهم من أمور الدنيا وأما بعد بعثة محمد صلى الله عليه وسلم خاتما للنبيين والمرسلين إلى الناس كافة فلا يقبل الله من أحد دينا غير ما جاء به وهو الإسلام
"
m-0020	"واذكروا يا بني إسرائيل حين أخذنا العهد المؤكد منكم بالإيمان بالله وإفراده بالعبادة ورفعنا جبل الطور فوقكم وقلنا لكم خذوا الكتاب الذي أعطيناكم بجد واجتهاد واحفظوه وإلا أطبقنا عليكم الجبل ولا تنسوا التوراة قولا وعملا كي تتقوني وتخافوا عقابي
 ثم خالفتم وعصيتم مرة أخرى بعد أخذ الميثاق ورفع الجبل كشأنكم دائما فلولا فضل الله عليكم ورحمته بالتوبة والتجاوز عن خطاياكم لصرتم من الخاسرين في الدنيا والآخرة
 ولقد علمتم يا معشر اليهود ما حل من البأس بأسلافكم من أهل القرية التي عصت الله فيما أخذه عليهم من تعظيم السبت فاحتالوا لاصطياد السمك في يوم السبت بوضع الشباك وحفر البرك ثم اصطادوا السمك يوم الأحد حيلة إلى المحرم فلما فعلوا ذلك مسخهم الله قردة منبوذين
 فجعلنا هذه القرية عبرة لمن بحضرتها من القرى يبلغهم خبرها وما حل بها وعبرة لمن يعمل بعدها مثل تلك الذنوب وجعلناها تذكرة للصالحين ليعلموا أنهم على الحق فيثبتوا عليه
"
m-0021	"واذكروا يا بني إسرائيل جناية أسلافكم وكثرة تعنتهم وجدالهم لموسى عليه الصلاة والسلام حين قال لهم إن الله يأمركم أن تذبحوا بقرة فقالوا مستكبرين أتجعلنا موضعا للسخرية والاستخفاف فرد عليهم موسى بقوله أستجير بالله أن أكون من المستهزئين
 قالوا ادع لنا ربك يوضح لنا صفة هذه البقرة فأجابهم إن الله يقول لكم صفتها ألا تكون مسنة هرمة ولا صغيرة فتية وإنما هي متوسطة بينهما فسارعوا إلى امتثال أمر ربكم
 فعادوا إلى جدالهم قائلين ادع لنا ربك يوضح لنا لونها قال إنه يقول إنها بقرة صفراء شديدة الصفرة تسر من ينظر إليها
 قال بنو إسرائيل لموسى ادع لنا ربك يوضح لنا صفات أخرى غير ما سبق لأن البقر بهذه الصفات كثير فاشتبه علينا ماذا نختار وإننا إن شاء الله لمهتدون إلى البقرة المأمور بذبحها
 قال لهم موسى إن الله يقول إنها بقرة غير مذللة للعمل في حراثة الأرض للزراعة وغير معدة للسقي من الساقية وخالية من العيوب جميعها وليس فيها علامة من لون غير لون جلدها قالوا الآن جئت بحقيقة وصف البقرة فاضطروا إلى ذبحها بعد طول المراوغة وقد قاربوا ألا يفعلوا ذلك لعنادهم وهكذا شددوا فشدد الله عليهم
 واذكروا إذ قتلتم نفسا فتنازعتم بشأنها كل يدفع عن نفسه تهمة القتل والله مخرج ما كنتم تخفون من قتل القتيل
 فقلنا اضربوا القتيل بجزء من هذه البقرة المذبوحة فإن الله سيبعثه حيا ويخبركم عن قاتله فضربوه ببعضها فأحياه الله وأخبر بقاتله كذلك يحيي الله الموتى يوم القيامة ويريكم يا بني إسرائيل معجزاته الدالة على كمال قدرته تعالى لكي تتفكروا بعقولكم فتمتنعوا عن معاصيه
"
m-0022	"ولكنكم لم تنتفعوا بذلك إذ بعد كل هذه المعجزات الخارقة اشتدت قلوبكم وغلظت فلم ينفذ إليها خير ولم تلن أمام الآيات الباهرة التي أريتكموها حتى صارت قلوبكم مثل الحجارة الصماء بل هي أشد منها غلظة لأن من الحجارة ما يتسع وينفرج حتى تنصب منه المياه صبا فتصير أنهارا جارية ومن الحجارة ما يتصدع فينشق فتخرج منه العيون والينابيع ومن الحجارة ما يسقط من أعالي الجبال من خشية الله تعالى وتعظيمه وما الله بغافل عما تعملون
 أيها المسلمون أنسيتم أفعال بني إسرائيل فطمعت نفوسكم أن يصدق اليهود بدينكم وقد كان علماؤهم يسمعون كلام الله من التوراة ثم يحرفونه بصرفه إلى غير معناه الصحيح بعد ما عقلوا حقيقته أو بتحريف ألفاظه وهم يعلمون أنهم يحرفون كلام رب العالمين عمدا وكذبا
"
m-0023	"هؤلاء اليهود إذا لقوا الذين آمنوا قالوا بلسانهم آمنا بدينكم ورسولكم المبشر به في التوراة وإذا خلا بعض هؤلاء المنافقين من اليهود إلى بعض قالوا في إنكار أتحدثون المؤمنين بما بين الله لكم في التوراة من أمر محمد لتكون لهم الحجة عليكم عند ربكم يوم القيامة أفلا تفقهون فتحذروا
 أيفعلون كل هذه الجرائم ولا يعلمون أن الله يعلم جميع ما يخفونه وما يظهرونه
"
m-0024	"ومن اليهود جماعة يجهلون القراءة والكتابة ولا يعلمون التوراة وما فيها من صفات نبي الله ورسوله محمد صلى الله عليه وسلم وما عندهم من ذلك إلا أكاذيب وظنون فاسدة
 فهلاك ووعيد شديد لأحبار السوء من اليهود الذين يكتبون الكتاب بأيديهم ثم يقولون هذا من عند الله وهو مخالف لما أنزل الله على نبيه موسى عليه الصلاة والسلام ليأخذوا في مقابل هذا عرض الدنيا فلهم عقوبة مهلكة بسبب كتابتهم هذا الباطل بأيديهم ولهم عقوبة مهلكة بسبب ما يأخذونه في المقابل من المال الحرام كالرشوة وغيرها
"
m-0025	"وقال بنو إسرائيل لن تصيبنا النار في الآخرة إلا أياما قليلة العدد قل لهم أيها الرسول مبطلا دعواهم أعندكم عهد من الله بهذا فإن الله لا يخلف عهده بل إنكم تقولون على الله ما لا تعلمون بافترائكم الكذب
 فحكم الله ثابت أن من ارتكب الآثام حتى جرته إلى الكفر واستولت عليه ذنوبه من جميع جوانبه وهذا لا يكون إلا فيمن أشرك بالله فالمشركون والكفار هم الذين يلازمون نار جهنم ملازمة دائمة لا تنقطع
 وحكم الله الثابت في مقابل هذا أن الذين صدقوا بالله ورسله تصديقا خالصا وعملوا الأعمال المتفقة مع شريعة الله التي أوحاها إلى رسله هؤلاء يلازمون الجنة في الآخرة ملازمة دائمة لا تنقطع
"
